,,,,,,
,33.25403,131.9044,,,,
,27.83922,131.6116,,,,
,22.94143,134.2346,,,,
,33.20594,134.9474,,,,
,26.045,136.2683,,,,
,32.80188,167.8936,,,,
,-10.05361,147.3328,,,,
,-8.12787,150.9286,,,,
,7.823385,75.96806,,,,
,7.586878,76.1095,,,,
,23.67007,60.10695,,,,
,16.42965,70.8549,,,,
,-3.828532,127.3875,,,,
,13.43,131.295,,,,
,32.70422,132.2232,,,,
,35.96485,141.2744,,,,
,35.96333,141.245,,,,
,31.7806,135.8918,,,,
,28.55667,137.415,,,,
,3.91533,6.83931,,,,
,0.07833333,3.426667,,,,
,33.02437,128.3349,,,,
,33.59667,128.9783,,,,
,23.37964,61.33236,,,,
,22.44888,64.78894,,,,
,22.34589,61.19073,,,,
,5.501667,85.43333,,,,
,22.78667,133.7033,,,,
,2.328992,105.1846,,,,
,19.86719,119.3724,,,,
,36.96819,126.1281,,,,
,36.78366,125.9581,,,,
,19.10489,120.4593,,,,
,20.7489,122.4607,,,,
,23.54317,60.16031,,,,
,17.46129,68.5387,,,,
,15.46312,118.9166,,,,
,15.59889,118.9365,,,,
,33.21459,134.7652,,,,
,12.94611,139.9394,,,,
,21.62331,115.235,,,,
,21.62503,115.24,,,,
,-19.20452,147.56,,,,
,-5.664967,147.5389,,,,
,26.0698,125.0401,,,,
,-2.536377,152.7572,,,,
,14.39361,148.8692,,,,
,2.353917,105.0222,,,,
,5.581452,107.0159,,,,
,21.8393,121.0904,,,,
,34.93545,140.2293,,,,
,40.21863,142.1003,,,,
,40.2243,142.0973,,,,
,28.40077,136.2876,,,,
,30.9723,130.5214,,,,
,28.84801,130.5599,,,,
,28.87333,130.5717,,,,
,23.58015,59.26287,,,,
,23.53333,59.55,,,,
,21.42212,121.9141,,,,
,24.21833,126.0467,,,,
,26.57841,123.9497,,,,
,27.00167,124.5833,,,,
,-3.256967,125.561,,,,
,-2.495,126.4767,,,,
,32.73104,133.1295,,,,
,33.13833,134.4233,,,,
,34.19516,141.801,,,,
,35.14296,141.3964,,,,
,33.31003,135.7265,,,,
,33.39513,136.26,,,,
,23.3018,60.14052,,,,
,19.67192,64.337,,,,
,38.96333,147.2967,,,,
,2.17384,104.9973,,,,
,13.915,114.3483,,,,
,32.32136,133.2516,,,,
,32.325,133.2633,,,,
,9.863334,150.8267,,,,
,18.52499,118.8209,,,,
,18.75833,119.0233,,,,
,33.94957,136.5569,,,,
,33.83667,136.4283,,,,
,26.23042,129.0034,,,,
,26.3,129.08,,,,
,-2.439403,152.784,,,,
,10.3417,143.2676,,,,
,34.24708,140.6205,,,,
,34.25,140.6067,,,,
,33.69349,136.327,,,,
,33.78025,136.4608,,,,
,29.98064,179.1744,,,,
,35.88213,140.8337,,,,
,35.23907,129.5684,,,,
,35.21965,129.5913,,,,
,25.61485,135.7821,,,,
,23.38194,59.81606,,,,
